NID,CONTRIBUTOR,TOTAL
623,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1952,"NNP GZC Car '1RED', Person 'A'",1
675,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1137,"NNP GZC Car '1WHITE', Person 'B'",2
1383,"NNP GZC Car '1BLUE', Person 'C'",1
1526,"NNP GZC Car '1PURPLE', Person 'B'",2
1483,"NNP GZC Car '14WHITE', Person 'A'",2
1238,"NNP GZC Car '1WHITE', Person 'C'",1
1746,"NNP GZC Car '3PURPLE', Person 'A'",1
1563,"NNP GZC Car '8WHITE', Person 'A'",1
1861,"NNP GZC Car '2RED', Person 'C'",1
1937,"NNP GZC Car '1RED', Person 'A'",1
1214,"NNP GZC Car '6WHITE', Person 'B'",2
987,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
2114,"NNP GZC Car '3RED', Person 'B'",2
1061,"NNP GZC Car '25PURPLE', Person 'A'",2
114,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
365,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1485,"NNP GZC Car '1PURPLE', Person 'B'",3
1676,"NNP GZC Car '1BLUE', Person 'A'",1
1422,"NNP GZC Car '5WHITE', Person 'A'",1
273,"NNP GZC Car '2RED', Person 'A'",12
1456,"NNP GZC Car '5WHITE', Person 'A'",1
22,"NNP GZC Car '1WHITE', Person 'A'",5
1024,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
560,"NNP GZC Car '1PURPLE', Person 'A'",1
667,"NNP GZC Car '1PURPLE', Person 'D'",3
1433,"NNP GZC Car '5WHITE', Person 'A'",1
1538,"NNP GZC Car '1PURPLE', Person 'A'",1
46,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
14,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
852,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
2018,"NNP GZC Car '6RED', Person 'B'",2
367,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1312,"NNP GZC Car '6WHITE', Person 'B'",1
995,"NNP GZC Car '11WHITE', Person 'A'",4
287,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",4
2172,"NNP GZC Car '3WHITE', Person 'A'",1
471,"NNP GZC Car '25PURPLE', Person 'A'",2
1874,"NNP GZC Car '6RED', Person 'A'",1
442,"NNP GZC Car '6RED', Person 'B'",1
379,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
723,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
68,"NNP GZC Car '1WHITE', Person 'C'",1
2051,"NNP GZC Car '6RED', Person 'B'",1
1271,"NNP GZC Car '6WHITE', Person 'B'",4
1765,"NNP GZC Car '12WHITE', Person 'A'",1
494,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",2
1835,"NNP GZC Car '10WHITE', Person 'A'",2
1321,"NNP GZC Car '6WHITE', Person 'B'",1
971,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
778,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
2113,"NNP GZC Car '3RED', Person 'A'",1
509,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1859,"NNP GZC Car '2RED', Person 'B'",4
650,"NNP GZC Car '1PURPLE', Person 'B'",1
1478,"NNP GZC Car '7WHITE', Person 'A'",1
153,"NNP GZC Car '3WHITE', Person 'A'",1
1334,"NNP GZC Car '6WHITE', Person 'B'",1
1907,"NNP GZC Car '2RED', Person 'A'",1
97,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
741,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
365,"NNP GZC Car '6RED', Person 'A'",1
856,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
892,"NNP GZC Car '1BLUE', Person 'B'",1
813,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
831,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1921,"NNP GZC Car '1RED', Person 'B'",2
1837,"NNP GZC Car '13WHITE', Person 'A'",1
1863,"NNP GZC Car '2RED', Person 'D'",3
484,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
985,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
881,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1420,"NNP GZC Car '5WHITE', Person 'A'",1
47,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",5
1035,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1976,"NNP GZC Car '1BLUE', Person 'D'",1
1340,"NNP GZC Car '6WHITE', Person 'B'",1
1494,"NNP GZC Car '1PURPLE', Person 'B'",2
812,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1107,"NNP GZC Car '7WHITE', Person 'B'",1
562,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
556,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
296,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",5
1758,"NNP GZC Car '12WHITE', Person 'A'",1
1542,"NNP GZC Car '1PURPLE', Person 'B'",2
442,"NNP GZC Car '1BLUE', Person 'C'",1
1059,"NNP GZC Car '25PURPLE', Person 'A'",3
2037,"NNP GZC Car '6RED', Person 'B'",1
1547,"NNP GZC Car '1PURPLE', Person 'B'",3
564,"NNP GZC Car '6WHITE', Person 'B'",3
1691,"NNP GZC Car '1BLUE', Person 'D'",1
920,"NNP GZC Car '5WHITE', Person 'A'",1
1964,"NNP GZC Car '1RED', Person 'B'",2
1646,"NNP GZC Car '15WHITE', Person 'D'",3
1959,"NNP GZC Car '5WHITE', Person 'A'",1
609,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1597,"NNP GZC Car '1PURPLE', Person 'A'",1
535,"NNP GZC Car '1RED', Person 'B'",3
1500,"NNP GZC Car '1PURPLE', Person 'A'",3
967,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
613,"NNP GZC Car '1PURPLE', Person 'B'",1
39,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1117,"NNP GZC Car '2WHITE', Person 'A'",1
696,"NNP GZC Car '1PURPLE', Person 'B'",3
912,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1541,"NNP GZC Car '8WHITE', Person 'A'",8
2001,"NNP GZC Car '1RED', Person 'A'",1
738,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",7
950,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1437,"NNP GZC Car '5WHITE', Person 'A'",1
528,"NNP GZC Car '3RED', Person 'B'",1
1860,"NNP GZC Car '2RED', Person 'D'",1
1866,"NNP GZC Car '2RED', Person 'C'",5
2142,"NNP GZC Car '4RED', Person 'B'",1
867,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
20,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
899,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
576,"NNP GZC Car '2RED', Person 'C'",2
2150,"NNP GZC Car '3RED', Person 'A'",1
934,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1564,"NNP GZC Car '1RED', Person 'A'",1
158,"NNP GZC Car '1PURPLE', Person 'A'",1
2094,"NNP GZC Car '4RED', Person 'A'",1
1966,"NNP GZC Car '8WHITE', Person 'A'",1
838,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
896,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
463,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",4
340,"NNP GZC Car '6RED', Person 'B'",1
517,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1885,"NNP GZC Car '2RED', Person 'D'",1
1876,"NNP GZC Car '7WHITE', Person 'B'",2
1472,"NNP GZC Car '5WHITE', Person 'A'",1
63,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1504,"NNP GZC Car '1PURPLE', Person 'B'",1
617,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1572,"NNP GZC Car '1PURPLE', Person 'B'",1
2166,"NNP GZC Car '2RED', Person 'A'",2
587,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
821,"NNP GZC Car '2RED', Person 'C'",1
1519,"NNP GZC Car '1PURPLE', Person 'D'",2
1502,"NNP GZC Car '14WHITE', Person 'A'",2
1493,"NNP GZC Car '1PURPLE', Person 'D'",3
340,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",7
861,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
681,"NNP GZC Car '1PURPLE', Person 'D'",3
1828,"NNP GZC Car '13WHITE', Person 'B'",1
687,"NNP GZC Car '5WHITE', Person 'A'",1
963,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
763,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
404,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
982,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
893,"NNP GZC Car '2RED', Person 'C'",2
1204,"NNP GZC Car '1WHITE', Person 'B'",1
865,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
839,"NNP GZC Car '1PURPLE', Person 'A'",3
2076,"NNP GZC Car '6RED', Person 'A'",1
361,"NNP GZC Car '8WHITE', Person 'A'",4
353,"NNP GZC Car '1RED', Person 'A'",1
1747,"NNP GZC Car '3PURPLE', Person 'B'",1
875,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
391,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
679,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
13,"NNP GZC Car '6WHITE', Person 'B'",2
675,"NNP GZC Car '1PURPLE', Person 'B'",2
1694,"NNP GZC Car '1PURPLE', Person 'D'",4
682,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1372,"NNP GZC Car '9WHITE', Person 'A'",1
1005,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
950,"NNP GZC Car '1PURPLE', Person 'D'",3
1255,"NNP GZC Car '1WHITE', Person 'A'",1
1389,"NNP GZC Car '5WHITE', Person 'A'",1
90,"NNP GZC Car '1RED', Person 'A'",1
331,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",5
1202,"NNP GZC Car '1WHITE', Person 'A'",1
1623,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1705,"NNP GZC Car '6RED', Person 'B'",1
71,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1973,"NNP GZC Car '1RED', Person 'B'",1
2167,"NNP GZC Car '8WHITE', Person 'A'",1
372,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1676,"NNP GZC Car '1BLUE', Person 'C'",1
465,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",4
1520,"NNP GZC Car '1PURPLE', Person 'A'",4
2181,"NNP GZC Car '6WHITE', Person 'B'",1
696,"NNP GZC Car '1BLUE', Person 'C'",2
355,"NNP GZC Car '1PURPLE', Person 'B'",4
679,"NNP GZC Car '1RED', Person 'A'",1
1519,"NNP GZC Car '1PURPLE', Person 'B'",3
1178,"NNP GZC Car '1WHITE', Person 'A'",2
680,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
569,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
941,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1871,"NNP GZC Car '2RED', Person 'B'",2
372,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1210,"NNP GZC Car '6RED', Person 'A'",1
609,"NNP GZC Car '1RED', Person 'B'",3
1489,"NNP GZC Car '8WHITE', Person 'A'",1
2182,"NNP GZC Car '1PURPLE', Person 'D'",4
1804,"NNP GZC Car '7WHITE', Person 'A'",1
839,"NNP GZC Car '1PURPLE', Person 'D'",4
375,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1130,"NNP GZC Car '2WHITE', Person 'A'",1
400,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
615,"NNP GZC Car '1PURPLE', Person 'B'",2
1064,"NNP GZC Car '25PURPLE', Person 'A'",2
567,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1864,"NNP GZC Car '2RED', Person 'C'",4
1815,"NNP GZC Car '1WHITE', Person 'A'",1
2182,"NNP GZC Car '1RED', Person 'B'",1
409,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
704,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1938,"NNP GZC Car '1RED', Person 'B'",5
1730,"NNP GZC Car '3WHITE', Person 'A'",1
1991,"NNP GZC Car '1RED', Person 'B'",1
158,"NNP GZC Car '16WHITE', Person 'A'",2
327,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
707,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1872,"NNP GZC Car '2RED', Person 'A'",2
27,"NNP GZC Car '8WHITE', Person 'A'",5
711,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
313,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
54,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
920,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1440,"NNP GZC Car '4WHITE', Person 'A'",2
615,"NNP GZC Car '1PURPLE', Person 'C'",1
1527,"NNP GZC Car '1PURPLE', Person 'A'",2
1793,"NNP GZC Car '8WHITE', Person 'A'",1
2096,"NNP GZC Car '3RED', Person 'B'",3
560,"NNP GZC Car '1PURPLE', Person 'B'",7
1351,"NNP GZC Car '6WHITE', Person 'B'",1
1924,"NNP GZC Car '14WHITE', Person 'A'",1
131,"NNP GZC Car '1BLUE', Person 'B'",2
1939,"NNP GZC Car '3RED', Person 'A'",1
2133,"NNP GZC Car '17WHITE', Person 'A'",1
789,"NNP GZC Car '10WHITE', Person 'A'",1
1408,"NNP GZC Car '5WHITE', Person 'A'",1
1623,"NNP GZC Car '1PURPLE', Person 'B'",1
1017,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1121,"NNP GZC Car '1PURPLE', Person 'D'",2
1672,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
104,"NNP GZC Car '1WHITE', Person 'C'",1
1436,"NNP GZC Car '5WHITE', Person 'A'",1
1718,"NNP GZC Car '1PURPLE', Person 'D'",4
365,"NNP GZC Car '6RED', Person 'B'",1
1275,"NNP GZC Car '6WHITE', Person 'B'",6
1416,"NNP GZC Car '5WHITE', Person 'A'",1
1548,"NNP GZC Car '8WHITE', Person 'A'",1
158,"NNP GZC Car '3WHITE', Person 'A'",6
871,"NNP GZC Car '2RED', Person 'D'",1
1846,"NNP GZC Car '1PURPLE', Person 'B'",6
649,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1533,"NNP GZC Car '8WHITE', Person 'A'",3
903,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
607,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
672,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
2029,"NNP GZC Car '6RED', Person 'B'",2
1129,"NNP GZC Car '2WHITE', Person 'A'",1
1401,"NNP GZC Car '5WHITE', Person 'A'",1
1799,"NNP GZC Car '14WHITE', Person 'A'",1
690,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1104,"NNP GZC Car '2WHITE', Person 'A'",3
90,"NNP GZC Car '1RED', Person 'B'",1
1896,"NNP GZC Car '2RED', Person 'B'",1
698,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1614,"NNP GZC Car '1PURPLE', Person 'A'",1
693,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1410,"NNP GZC Car '5WHITE', Person 'A'",1
1157,"NNP GZC Car '13WHITE', Person 'B'",3
2165,"NNP GZC Car '1PURPLE', Person 'D'",6
1863,"NNP GZC Car '5WHITE', Person 'A'",1
820,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1768,"NNP GZC Car '8WHITE', Person 'A'",3
752,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
795,"NNP GZC Car '2RED', Person 'A'",1
801,"NNP GZC Car '4RED', Person 'A'",1
1331,"NNP GZC Car '6WHITE', Person 'B'",1
1709,"NNP GZC Car '1BLUE', Person 'B'",1
1435,"NNP GZC Car '7WHITE', Person 'A'",1
1553,"NNP GZC Car '1PURPLE', Person 'B'",4
1529,"NNP GZC Car '1RED', Person 'A'",1
1377,"NNP GZC Car '1BLUE', Person 'C'",1
1210,"NNP GZC Car '11WHITE', Person 'A'",4
349,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
641,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
844,"NNP GZC Car '1PURPLE', Person 'D'",2
485,"NNP GZC Car '4RED', Person 'A'",1
534,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1074,"NNP GZC Car '25PURPLE', Person 'A'",1
1697,"NNP GZC Car '1PURPLE', Person 'D'",3
1376,"NNP GZC Car '1BLUE', Person 'C'",1
2024,"NNP GZC Car '6RED', Person 'A'",2
1071,"NNP GZC Car '25PURPLE', Person 'A'",1
1771,"NNP GZC Car '8WHITE', Person 'A'",2
628,"NNP GZC Car '1PURPLE', Person 'C'",2
358,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",5
2046,"NNP GZC Car '6RED', Person 'B'",1
1158,"NNP GZC Car '13WHITE', Person 'A'",1
895,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1188,"NNP GZC Car '1WHITE', Person 'C'",1
988,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1148,"NNP GZC Car '1WHITE', Person 'C'",3
2078,"NNP GZC Car '6RED', Person 'B'",1
309,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1887,"NNP GZC Car '2RED', Person 'C'",2
205,"NNP GZC Car '5WHITE', Person 'A'",1
898,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1627,"NNP GZC Car '1PURPLE', Person 'D'",4
683,"NNP GZC Car '1RED', Person 'B'",2
1553,"NNP GZC Car '1PURPLE', Person 'A'",1
434,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
775,"NNP GZC Car '4RED', Person 'A'",1
1964,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
343,"NNP GZC Car '6RED', Person 'B'",1
2182,"NNP GZC Car '1PURPLE', Person 'A'",3
393,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",3
2094,"NNP GZC Car '3RED', Person 'B'",4
701,"NNP GZC Car '1RED', Person 'A'",1
1369,"NNP GZC Car '9WHITE', Person 'A'",1
1957,"NNP GZC Car '1RED', Person 'A'",1
278,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1798,"NNP GZC Car '8WHITE', Person 'A'",1
1854,"NNP GZC Car '13WHITE', Person 'B'",1
1639,"NNP GZC Car '14WHITE', Person 'A'",1
1814,"NNP GZC Car '7WHITE', Person 'B'",1
410,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1348,"NNP GZC Car '6WHITE', Person 'B'",1
688,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
246,"NNP GZC Car '1RED', Person 'B'",1
278,"NNP GZC Car '4RED', Person 'A'",4
380,"NNP GZC Car '14WHITE', Person 'A'",1
1490,"NNP GZC Car '1PURPLE', Person 'B'",1
361,"NNP GZC Car '1PURPLE', Person 'D'",2
2060,"NNP GZC Car '6RED', Person 'A'",1
1327,"NNP GZC Car '6WHITE', Person 'B'",1
1699,"NNP GZC Car '1BLUE', Person 'B'",1
775,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1428,"NNP GZC Car '5WHITE', Person 'A'",1
383,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1532,"NNP GZC Car '1PURPLE', Person 'B'",1
1602,"NNP GZC Car '1PURPLE', Person 'D'",1
1508,"NNP GZC Car '1PURPLE', Person 'D'",3
1284,"NNP GZC Car '6WHITE', Person 'B'",2
648,"NNP GZC Car '1PURPLE', Person 'D'",2
1885,"NNP GZC Car '1RED', Person 'B'",1
1865,"NNP GZC Car '2RED', Person 'C'",1
585,"NNP GZC Car '1RED', Person 'A'",1
1666,"NNP GZC Car '3PURPLE', Person 'B'",1
123,"NNP GZC Car '16WHITE', Person 'A'",1
1623,"NNP GZC Car '1PURPLE', Person 'A'",2
100,"NNP GZC Car '1BLUE', Person 'A'",2
697,"NNP GZC Car '7WHITE', Person 'A'",1
716,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1217,"NNP GZC Car '1WHITE', Person 'B'",1
1559,"NNP GZC Car '1PURPLE', Person 'B'",3
1832,"NNP GZC Car '11WHITE', Person 'A'",1
1785,"NNP GZC Car '8WHITE', Person 'A'",1
2037,"NNP GZC Car '6RED', Person 'A'",2
561,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
3,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1358,"NNP GZC Car '9WHITE', Person 'A'",1
741,"NNP GZC Car '1PURPLE', Person 'B'",2
1954,"NNP GZC Car '1RED', Person 'B'",2
347,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",6
2111,"NNP GZC Car '3RED', Person 'A'",1
2056,"NNP GZC Car '6RED', Person 'A'",1
1209,"NNP GZC Car '1WHITE', Person 'B'",1
338,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1121,"NNP GZC Car '2WHITE', Person 'A'",1
1624,"NNP GZC Car '1PURPLE', Person 'D'",3
278,"NNP GZC Car '1RED', Person 'B'",2
794,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
339,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
773,"NNP GZC Car '2RED', Person 'A'",1
1042,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1187,"NNP GZC Car '1WHITE', Person 'C'",1
892,"NNP GZC Car '1BLUE', Person 'C'",2
1131,"NNP GZC Car '2WHITE', Person 'A'",1
1539,"NNP GZC Car '1PURPLE', Person 'A'",3
1887,"NNP GZC Car '2RED', Person 'B'",1
1366,"NNP GZC Car '9WHITE', Person 'A'",1
683,"NNP GZC Car '7WHITE', Person 'A'",1
701,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1042,"NNP GZC Car '11WHITE', Person 'A'",2
896,"NNP GZC Car '1PURPLE', Person 'D'",1
1658,"NNP GZC Car '15WHITE', Person 'A'",2
1539,"NNP GZC Car '14WHITE', Person 'A'",1
387,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1711,"NNP GZC Car '1BLUE', Person 'D'",1
927,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
